what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644696126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644697034
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382644844075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644844079
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382644844099
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382644845799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644864901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644866178
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382644866221
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382644867570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644901258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644958037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644960921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644963302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382644966931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645060922
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382645106879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645110966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645281578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645282419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645629307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645630132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382645634038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783683036
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382783685105
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1382783685990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382783687805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783717884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783723976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783728574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783747104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783753604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783754654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783755294
error,log,,,"Unhandled event loop exception",1382783843014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783929205
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1382783929225
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382783931265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783933655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783936285
error,log,,,"Unhandled event loop exception",1382783936295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783936626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783938332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382783938434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784233062
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382784235453
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1382784238766
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1382784238804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784247316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784307683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784314838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784315799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784320385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784322154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784340804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784378829
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382784391052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382784397156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784430285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784431902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784432877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784487639
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382784489922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784515817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784604453
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382784607030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382784608468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784609530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784611367
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382784612089
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382784629149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784641863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784647681
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382784647712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784658291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784659494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784668661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784669662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784670797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784671702
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1382784674277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784675918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382784853168
