what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1392635511931
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1392635511951
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1392635512080
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1392635512120
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392635512300
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1392635512379
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392635512558
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1392635513621
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1392635514168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1392635516958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392635520452
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1392635521005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635522713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635633713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1392635633727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1392635633727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635657968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635676526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635681002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635688348
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392635688412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635691688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635857211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635859445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635861867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392635863593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392636307009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392636317828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640393293
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1392640395285
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640435790
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640435896
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1392640441196
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640441696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640445107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640446531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640448769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640558829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640561215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640565949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640568422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640591796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640615414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640618773
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392640618828
activated,perspective,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.Perspective",1392640620055
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640620071
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.DeviceView",1392640621821
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.FileExplorerView",1392640623682
closed,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392640630357
opened,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392640640201
activated,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392640640209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640654107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640718270
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640773207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392640807210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640809302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640809864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640810430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640811033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640811778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640812459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640813082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392640813655
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392640847565
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640848672
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1392640855111
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1392640858536
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1392640869100
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1392640869178
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640875937
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1392640881081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640885481
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1392640893178
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640898791
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1392640904458
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640908710
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1392640916171
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392640919657
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1392640928521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392640928556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392640975411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641288402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392641297868
activated,perspective,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.Perspective",1392641349081
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.FileExplorerView",1392641351068
closed,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392641353738
opened,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392641362562
activated,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392641362570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641374317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641397425
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.FileExplorerView",1392641398513
closed,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392641398609
opened,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392641407045
activated,view,com.questoid.sqlitebrowser,1.2.0,"com.questoid.sqlitebrowser.view.sqliteBrowserView",1392641407051
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1392641423157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392641439274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641439684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1392641439712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641444097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641454857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641539104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641541935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641542056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641543046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641612546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641613843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641782839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392641859966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641862129
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1392641866478
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1392641866523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392641866824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641869160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641869408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641876891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1392641887284
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641889920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392641907532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641908312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641908596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641916023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1392641918675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392641920041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641924654
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392641945205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641946897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641947220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641952083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392641961519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641963763
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392641969595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641970761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392641970982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641972578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392641985174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392641987122
